"Código","Unidade Territorial","UF","Referência","Taxa de Atualização Cadastral (TAC) para cálculo do Índice de Gestão Descentralizada do Município (IGD-M)"
"431478","PONTE PRETA","RS","12/2020","69.81"
"431480","PORTÃO","RS","12/2020","78.07"
"431490","PORTO ALEGRE","RS","12/2020","81.95"
"431500","PORTO LUCENA","RS","12/2020","72.49"
"431505","PORTO MAUÁ","RS","12/2020","63.45"
"431507","PORTO VERA CRUZ","RS","12/2020","84.84"
"431510","PORTO XAVIER","RS","12/2020","76.51"
"431513","POUSO NOVO","RS","12/2020","80.00"
"431514","PRESIDENTE LUCENA","RS","12/2020","91.93"
"431515","PROGRESSO","RS","12/2020","66.96"
"431517","PROTÁSIO ALVES","RS","12/2020","78.18"
"431520","PUTINGA","RS","12/2020","74.21"
"431530","QUARAÍ","RS","12/2020","77.52"
"431531","QUATRO IRMÃOS","RS","12/2020","89.34"
"431532","QUEVEDOS","RS","12/2020","83.64"
"431535","QUINZE DE NOVEMBRO","RS","12/2020","77.77"
"431540","REDENTORA","RS","12/2020","80.67"
"431545","RELVADO","RS","12/2020","77.96"
"431550","RESTINGA SÊCA","RS","12/2020","81.16"
"431555","RIO DOS ÍNDIOS","RS","12/2020","77.56"
"431560","RIO GRANDE","RS","12/2020","82.71"
"431570","RIO PARDO","RS","12/2020","76.93"
"431575","RIOZINHO","RS","12/2020","84.33"
"431580","ROCA SALES","RS","12/2020","82.38"
"431590","RODEIO BONITO","RS","12/2020","74.55"
"431595","ROLADOR","RS","12/2020","74.88"
"431600","ROLANTE","RS","12/2020","76.94"
"431610","RONDA ALTA","RS","12/2020","84.02"
"431620","RONDINHA","RS","12/2020","96.93"
"431630","ROQUE GONZALES","RS","12/2020","84.36"
"431640","ROSÁRIO DO SUL","RS","12/2020","88.34"
"431642","SAGRADA FAMÍLIA","RS","12/2020","83.79"
"431643","SALDANHA MARINHO","RS","12/2020","91.71"
"431645","SALTO DO JACUÍ","RS","12/2020","86.45"
"431647","SALVADOR DAS MISSÕES","RS","12/2020","77.10"
"431650","SALVADOR DO SUL","RS","12/2020","78.82"
"431660","SANANDUVA","RS","12/2020","80.36"
"431670","SANTA BÁRBARA DO SUL","RS","12/2020","85.55"
"431673","SANTA CECÍLIA DO SUL","RS","12/2020","85.71"
"431675","SANTA CLARA DO SUL","RS","12/2020","75.49"
"431680","SANTA CRUZ DO SUL","RS","12/2020","84.72"
"431690","SANTA MARIA","RS","12/2020","82.88"
"431695","SANTA MARIA DO HERVAL","RS","12/2020","80.68"
"431697","SANTA MARGARIDA DO SUL","RS","12/2020","73.90"
"431700","SANTANA DA BOA VISTA","RS","12/2020","82.01"
"431710","SANTANA DO LIVRAMENTO","RS","12/2020","82.10"
"431720","SANTA ROSA","RS","12/2020","79.57"
"431725","SANTA TEREZA","RS","12/2020","61.11"
"431730","SANTA VITÓRIA DO PALMAR","RS","12/2020","82.39"
"431740","SANTIAGO","RS","12/2020","79.17"
"431750","SANTO ÂNGELO","RS","12/2020","85.78"
"431755","SANTO ANTÔNIO DO PALMA","RS","12/2020","83.58"
"431760","SANTO ANTÔNIO DA PATRULHA","RS","12/2020","82.38"
"431770","SANTO ANTÔNIO DAS MISSÕES","RS","12/2020","82.08"
"431775","SANTO ANTÔNIO DO PLANALTO","RS","12/2020","70.29"
"431780","SANTO AUGUSTO","RS","12/2020","85.08"
"431790","SANTO CRISTO","RS","12/2020","76.37"
"431795","SANTO EXPEDITO DO SUL","RS","12/2020","88.67"
"431800","SÃO BORJA","RS","12/2020","76.33"
"431805","SÃO DOMINGOS DO SUL","RS","12/2020","91.86"
"431810","SÃO FRANCISCO DE ASSIS","RS","12/2020","79.71"
"431820","SÃO FRANCISCO DE PAULA","RS","12/2020","85.35"
"431830","SÃO GABRIEL","RS","12/2020","75.06"
"431840","SÃO JERÔNIMO","RS","12/2020","81.99"
"431842","SÃO JOÃO DA URTIGA","RS","12/2020","88.26"
"431843","SÃO JOÃO DO POLÊSINE","RS","12/2020","85.83"
"431844","SÃO JORGE","RS","12/2020","83.05"
"431845","SÃO JOSÉ DAS MISSÕES","RS","12/2020","71.87"
"431846","SÃO JOSÉ DO HERVAL","RS","12/2020","90.00"
"431848","SÃO JOSÉ DO HORTÊNCIO","RS","12/2020","59.70"
"431849","SÃO JOSÉ DO INHACORÁ","RS","12/2020","87.30"
"431850","SÃO JOSÉ DO NORTE","RS","12/2020","80.57"
"431860","SÃO JOSÉ DO OURO","RS","12/2020","76.38"
"431861","SÃO JOSÉ DO SUL","RS","12/2020","90.38"
"431862","SÃO JOSÉ DOS AUSENTES","RS","12/2020","83.33"
"431870","SÃO LEOPOLDO","RS","12/2020","83.18"
"431880","SÃO LOURENÇO DO SUL","RS","12/2020","80.83"
"431890","SÃO LUIZ GONZAGA","RS","12/2020","77.22"
"431900","SÃO MARCOS","RS","12/2020","78.03"
"431910","SÃO MARTINHO","RS","12/2020","80.63"
"431912","SÃO MARTINHO DA SERRA","RS","12/2020","82.85"
"431915","SÃO MIGUEL DAS MISSÕES","RS","12/2020","85.85"
"431920","SÃO NICOLAU","RS","12/2020","90.01"
"431930","SÃO PAULO DAS MISSÕES","RS","12/2020","75.05"
"431935","SÃO PEDRO DA SERRA","RS","12/2020","87.27"
"431936","SÃO PEDRO DAS MISSÕES","RS","12/2020","77.77"
"431937","SÃO PEDRO DO BUTIÁ","RS","12/2020","79.04"
"431940","SÃO PEDRO DO SUL","RS","12/2020","94.35"
"431950","SÃO SEBASTIÃO DO CAÍ","RS","12/2020","85.84"
"431960","SÃO SEPÉ","RS","12/2020","82.46"
"431970","SÃO VALENTIM","RS","12/2020","77.33"
"431971","SÃO VALENTIM DO SUL","RS","12/2020","80.00"
"431973","SÃO VALÉRIO DO SUL","RS","12/2020","83.29"
"431975","SÃO VENDELINO","RS","12/2020","73.91"
"431980","SÃO VICENTE DO SUL","RS","12/2020","69.85"
"431990","SAPIRANGA","RS","12/2020","82.13"
"432000","SAPUCAIA DO SUL","RS","12/2020","78.18"
"432010","SARANDI","RS","12/2020","87.35"
"432020","SEBERI","RS","12/2020","77.17"
"432023","SEDE NOVA","RS","12/2020","79.76"
"432026","SEGREDO","RS","12/2020","86.91"
"432030","SELBACH","RS","12/2020","81.11"
"432032","SENADOR SALGADO FILHO","RS","12/2020","77.53"
"432035","SENTINELA DO SUL","RS","12/2020","75.71"
"432040","SERAFINA CORRÊA","RS","12/2020","79.77"
"432045","SÉRIO","RS","12/2020","71.84"
"432050","SERTÃO","RS","12/2020","83.13"
"432055","SERTÃO SANTANA","RS","12/2020","76.51"
"432057","SETE DE SETEMBRO","RS","12/2020","100.00"
"432060","SEVERIANO DE ALMEIDA","RS","12/2020","79.43"
"432065","SILVEIRA MARTINS","RS","12/2020","78.08"
"432067","SINIMBU","RS","12/2020","83.02"
"432070","SOBRADINHO","RS","12/2020","81.22"
"432080","SOLEDADE","RS","12/2020","87.81"
"432085","TABAÍ","RS","12/2020","75.51"
"432090","TAPEJARA","RS","12/2020","82.63"
"432100","TAPERA","RS","12/2020","83.21"
"432110","TAPES","RS","12/2020","71.50"
"432120","TAQUARA","RS","12/2020","80.56"
"432130","TAQUARI","RS","12/2020","79.42"
"432132","TAQUARUÇU DO SUL","RS","12/2020","64.54"
"432135","TAVARES","RS","12/2020","84.15"
"432140","TENENTE PORTELA","RS","12/2020","76.49"
"432143","TERRA DE AREIA","RS","12/2020","82.16"
"432145","TEUTÔNIA","RS","12/2020","81.04"
"432146","TIO HUGO","RS","12/2020","73.01"
"432147","TIRADENTES DO SUL","RS","12/2020","76.30"
"432149","TOROPI","RS","12/2020","80.80"
"432150","TORRES","RS","12/2020","78.49"
"432160","TRAMANDAÍ","RS","12/2020","81.16"
"432162","TRAVESSEIRO","RS","12/2020","77.77"
"432163","TRÊS ARROIOS","RS","12/2020","40.74"
"432166","TRÊS CACHOEIRAS","RS","12/2020","78.11"
"432170","TRÊS COROAS","RS","12/2020","83.83"
"432180","TRÊS DE MAIO","RS","12/2020","86.74"
"432183","TRÊS FORQUILHAS","RS","12/2020","81.03"
"432185","TRÊS PALMEIRAS","RS","12/2020","85.07"
"432190","TRÊS PASSOS","RS","12/2020","85.67"
"432195","TRINDADE DO SUL","RS","12/2020","72.12"
"432200","TRIUNFO","RS","12/2020","82.56"
"432210","TUCUNDUVA","RS","12/2020","71.36"
"432215","TUNAS","RS","12/2020","89.31"
"432218","TUPANCI DO SUL","RS","12/2020","78.07"
"432220","TUPANCIRETÃ","RS","12/2020","80.73"
"432225","TUPANDI","RS","12/2020","82.25"
"432230","TUPARENDI","RS","12/2020","78.22"
"432232","TURUÇU","RS","12/2020","88.35"
"432234","UBIRETAMA","RS","12/2020","64.70"
"432235","UNIÃO DA SERRA","RS","12/2020","72.72"
"432237","UNISTALDA","RS","12/2020","67.35"
"432240","URUGUAIANA","RS","12/2020","79.29"
"432250","VACARIA","RS","12/2020","81.21"
"432252","VALE VERDE","RS","12/2020","64.25"
"432253","VALE DO SOL","RS","12/2020","72.11"
"432254","VALE REAL","RS","12/2020","77.12"
"432255","VANINI","RS","12/2020","78.94"
"432260","VENÂNCIO AIRES","RS","12/2020","81.28"
"432270","VERA CRUZ","RS","12/2020","80.14"
"432280","VERANÓPOLIS","RS","12/2020","83.70"
"432285","VESPASIANO CORRÊA","RS","12/2020","95.65"
"432290","VIADUTOS","RS","12/2020","79.31"
"432300","VIAMÃO","RS","12/2020","76.89"
"432310","VICENTE DUTRA","RS","12/2020","86.43"
"432320","VICTOR GRAEFF","RS","12/2020","64.28"
"432330","VILA FLORES","RS","12/2020","93.44"
"432335","VILA LÂNGARO","RS","12/2020","69.86"
"432340","VILA MARIA","RS","12/2020","96.96"
"432345","VILA NOVA DO SUL","RS","12/2020","87.23"
"432350","VISTA ALEGRE","RS","12/2020","85.08"
"432360","VISTA ALEGRE DO PRATA","RS","12/2020","97.72"
"432370","VISTA GAÚCHA","RS","12/2020","77.43"
"432375","VITÓRIA DAS MISSÕES","RS","12/2020","68.66"
"432377","WESTFÁLIA","RS","12/2020","100.00"
"432380","XANGRI-LÁ","RS","12/2020","85.89"
"420005","ABDON BATISTA","SC","12/2020","86.34"
"420010","ABELARDO LUZ","SC","12/2020","77.36"
"420020","AGROLÂNDIA","SC","12/2020","73.88"
"420030","AGRONÔMICA","SC","12/2020","89.65"
"420040","ÁGUA DOCE","SC","12/2020","74.84"
"420050","ÁGUAS DE CHAPECÓ","SC","12/2020","91.11"
"420055","ÁGUAS FRIAS","SC","12/2020","87.77"
"420060","ÁGUAS MORNAS","SC","12/2020","66.10"
"420070","ALFREDO WAGNER","SC","12/2020","69.09"
"420075","ALTO BELA VISTA","SC","12/2020","90.00"
"420080","ANCHIETA","SC","12/2020","74.32"
"420090","ANGELINA","SC","12/2020","73.64"
"420100","ANITA GARIBALDI","SC","12/2020","78.72"
"420110","ANITÁPOLIS","SC","12/2020","68.51"
"420120","ANTÔNIO CARLOS","SC","12/2020","89.71"
"420125","APIÚNA","SC","12/2020","78.75"
"420127","ARABUTÃ","SC","12/2020","79.59"
"420130","ARAQUARI","SC","12/2020","90.75"
"420140","ARARANGUÁ","SC","12/2020","81.85"
"420150","ARMAZÉM","SC","12/2020","89.32"
"420160","ARROIO TRINTA","SC","12/2020","78.82"
"420165","ARVOREDO","SC","12/2020","75.90"
"420170","ASCURRA","SC","12/2020","89.28"
"420180","ATALANTA","SC","12/2020","76.00"
"420190","AURORA","SC","12/2020","79.13"
"420195","BALNEÁRIO ARROIO DO SILVA","SC","12/2020","76.40"
"420200","BALNEÁRIO CAMBORIÚ","SC","12/2020","82.31"
"420205","BALNEÁRIO BARRA DO SUL","SC","12/2020","87.59"
"420207","BALNEÁRIO GAIVOTA","SC","12/2020","81.29"
"420208","BANDEIRANTE","SC","12/2020","87.97"
"420209","BARRA BONITA","SC","12/2020","67.46"
"420210","BARRA VELHA","SC","12/2020","87.95"
"420213","BELA VISTA DO TOLDO","SC","12/2020","71.61"
"420215","BELMONTE","SC","12/2020","80.76"
"420220","BENEDITO NOVO","SC","12/2020","88.65"
"420230","BIGUAÇU","SC","12/2020","88.16"
"420240","BLUMENAU","SC","12/2020","85.31"
"420243","BOCAINA DO SUL","SC","12/2020","75.40"
"420245","BOMBINHAS","SC","12/2020","82.04"
"420250","BOM JARDIM DA SERRA","SC","12/2020","78.13"
"420253","BOM JESUS","SC","12/2020","79.42"
"420257","BOM JESUS DO OESTE","SC","12/2020","71.02"
"420260","BOM RETIRO","SC","12/2020","82.31"
"420270","BOTUVERÁ","SC","12/2020","87.93"
"420280","BRAÇO DO NORTE","SC","12/2020","81.81"
"420285","BRAÇO DO TROMBUDO","SC","12/2020","95.34"
"420287","BRUNÓPOLIS","SC","12/2020","78.77"
"420290","BRUSQUE","SC","12/2020","84.44"
"420300","CAÇADOR","SC","12/2020","83.22"
"420310","CAIBI","SC","12/2020","85.29"
"420315","CALMON","SC","12/2020","80.62"
"420320","CAMBORIÚ","SC","12/2020","83.40"
"420325","CAPÃO ALTO","SC","12/2020","84.65"
"420330","CAMPO ALEGRE","SC","12/2020","80.45"
"420340","CAMPO BELO DO SUL","SC","12/2020","75.57"
"420350","CAMPO ERÊ","SC","12/2020","80.42"
"420360","CAMPOS NOVOS","SC","12/2020","76.50"
"420370","CANELINHA","SC","12/2020","74.42"
"420380","CANOINHAS","SC","12/2020","73.21"
"420390","CAPINZAL","SC","12/2020","87.60"
"420395","CAPIVARI DE BAIXO","SC","12/2020","82.62"
"420400","CATANDUVAS","SC","12/2020","78.87"
"420410","CAXAMBU DO SUL","SC","12/2020","87.69"
"420415","CELSO RAMOS","SC","12/2020","78.67"
"420417","CERRO NEGRO","SC","12/2020","75.99"
"420419","CHAPADÃO DO LAGEADO","SC","12/2020","72.72"
"420420","CHAPECÓ","SC","12/2020","80.48"
"420425","COCAL DO SUL","SC","12/2020","80.94"
"420430","CONCÓRDIA","SC","12/2020","82.22"
"420435","CORDILHEIRA ALTA","SC","12/2020","72.88"
"420440","CORONEL FREITAS","SC","12/2020","80.08"
"420445","CORONEL MARTINS","SC","12/2020","67.08"
"420450","CORUPÁ","SC","12/2020","81.60"
"420455","CORREIA PINTO","SC","12/2020","85.47"
"420460","CRICIÚMA","SC","12/2020","83.14"
"420470","CUNHA PORÃ","SC","12/2020","74.06"
"420475","CUNHATAÍ","SC","12/2020","62.96"
"420480","CURITIBANOS","SC","12/2020","86.15"
"420490","DESCANSO","SC","12/2020","80.15"
"420500","DIONÍSIO CERQUEIRA","SC","12/2020","77.80"
"420510","DONA EMMA","SC","12/2020","85.22"
"420515","DOUTOR PEDRINHO","SC","12/2020","88.88"
"420517","ENTRE RIOS","SC","12/2020","88.06"
"420519","ERMO","SC","12/2020","76.53"
"420520","ERVAL VELHO","SC","12/2020","75.33"
"420530","FAXINAL DOS GUEDES","SC","12/2020","77.31"
"420535","FLOR DO SERTÃO","SC","12/2020","91.11"
"420540","FLORIANÓPOLIS","SC","12/2020","88.75"
"420543","FORMOSA DO SUL","SC","12/2020","77.56"
"420545","FORQUILHINHA","SC","12/2020","76.84"
"420550","FRAIBURGO","SC","12/2020","82.24"
"420555","FREI ROGÉRIO","SC","12/2020","84.92"
"420560","GALVÃO","SC","12/2020","77.06"
"420570","GAROPABA","SC","12/2020","81.79"
"420580","GARUVA","SC","12/2020","87.60"
"420590","GASPAR","SC","12/2020","78.46"
"420600","GOVERNADOR CELSO RAMOS","SC","12/2020","85.99"
"420610","GRÃO PARÁ","SC","12/2020","75.91"
"420620","GRAVATAL","SC","12/2020","84.96"
"420630","GUABIRUBA","SC","12/2020","97.08"
"420640","GUARACIABA","SC","12/2020","76.81"
"420650","GUARAMIRIM","SC","12/2020","92.12"
"420660","GUARUJÁ DO SUL","SC","12/2020","76.23"
"420665","GUATAMBÚ","SC","12/2020","83.89"
"420670","HERVAL DOESTE","SC","12/2020","82.77"
"420675","IBIAM","SC","12/2020","80.00"
"420680","IBICARÉ","SC","12/2020","84.17"
"420690","IBIRAMA","SC","12/2020","84.85"
"420700","IÇARA","SC","12/2020","79.27"
"420710","ILHOTA","SC","12/2020","86.93"
"420720","IMARUÍ","SC","12/2020","75.25"
"420730","IMBITUBA","SC","12/2020","81.18"
"420740","IMBUIA","SC","12/2020","56.53"
"420750","INDAIAL","SC","12/2020","82.02"
"420757","IOMERÊ","SC","12/2020","94.44"
"420760","IPIRA","SC","12/2020","71.24"
"420765","IPORÃ DO OESTE","SC","12/2020","76.21"
"420768","IPUAÇU","SC","12/2020","86.13"
"420770","IPUMIRIM","SC","12/2020","86.95"
"420775","IRACEMINHA","SC","12/2020","56.99"
"420780","IRANI","SC","12/2020","84.38"
"420785","IRATI","SC","12/2020","89.76"
"420790","IRINEÓPOLIS","SC","12/2020","81.31"
"420800","ITÁ","SC","12/2020","83.43"
"420810","ITAIÓPOLIS","SC","12/2020","78.30"
"420820","ITAJAÍ","SC","12/2020","85.50"
"420830","ITAPEMA","SC","12/2020","82.74"
"420840","ITAPIRANGA","SC","12/2020","86.60"
"420845","ITAPOÁ","SC","12/2020","83.60"
"420850","ITUPORANGA","SC","12/2020","80.31"
"420860","JABORÁ","SC","12/2020","75.65"
"420870","JACINTO MACHADO","SC","12/2020","75.17"
"420880","JAGUARUNA","SC","12/2020","80.54"
"420890","JARAGUÁ DO SUL","SC","12/2020","86.39"
"420895","JARDINÓPOLIS","SC","12/2020","94.73"
"420900","JOAÇABA","SC","12/2020","88.78"
"420910","JOINVILLE","SC","12/2020","83.01"
"420915","JOSÉ BOITEUX","SC","12/2020","92.26"
"420917","JUPIÁ","SC","12/2020","80.00"
"420920","LACERDÓPOLIS","SC","12/2020","60.00"
"420930","LAGES","SC","12/2020","82.26"
"420940","LAGUNA","SC","12/2020","78.87"
"420945","LAJEADO GRANDE","SC","12/2020","88.34"
"420950","LAURENTINO","SC","12/2020","78.69"
"420960","LAURO MÜLLER","SC","12/2020","83.55"
"420970","LEBON RÉGIS","SC","12/2020","76.92"
"420980","LEOBERTO LEAL","SC","12/2020","69.16"
"420985","LINDÓIA DO SUL","SC","12/2020","80.92"
"420990","LONTRAS","SC","12/2020","77.97"
"421000","LUIZ ALVES","SC","12/2020","85.42"
"421003","LUZERNA","SC","12/2020","78.66"
"421005","MACIEIRA","SC","12/2020","59.57"
"421010","MAFRA","SC","12/2020","74.70"
"421020","MAJOR GERCINO","SC","12/2020","81.91"
"421030","MAJOR VIEIRA","SC","12/2020","76.09"
"421040","MARACAJÁ","SC","12/2020","77.53"
"421050","MARAVILHA","SC","12/2020","77.06"
"421055","MAREMA","SC","12/2020","83.33"
"421060","MASSARANDUBA","SC","12/2020","84.76"
"421070","MATOS COSTA","SC","12/2020","88.95"
"421080","MELEIRO","SC","12/2020","70.85"
"421085","MIRIM DOCE","SC","12/2020","80.15"
"421090","MODELO","SC","12/2020","80.53"
"421100","MONDAÍ","SC","12/2020","73.39"
"421105","MONTE CARLO","SC","12/2020","88.22"
"421110","MONTE CASTELO","SC","12/2020","85.06"
"421120","MORRO DA FUMAÇA","SC","12/2020","80.86"
"421125","MORRO GRANDE","SC","12/2020","86.73"
"421130","NAVEGANTES","SC","12/2020","87.96"
"421140","NOVA ERECHIM","SC","12/2020","91.93"
"421145","NOVA ITABERABA","SC","12/2020","90.14"
"421150","NOVA TRENTO","SC","12/2020","80.49"
"421160","NOVA VENEZA","SC","12/2020","81.56"
"421165","NOVO HORIZONTE","SC","12/2020","86.44"
"421170","ORLEANS","SC","12/2020","77.98"
"421175","OTACÍLIO COSTA","SC","12/2020","79.32"
"421180","OURO","SC","12/2020","79.39"
"421185","OURO VERDE","SC","12/2020","80.00"
"421187","PAIAL","SC","12/2020","72.67"
"421189","PAINEL","SC","12/2020","77.12"
"421190","PALHOÇA","SC","12/2020","78.36"
"421200","PALMA SOLA","SC","12/2020","86.53"
"421205","PALMEIRA","SC","12/2020","74.04"
"421210","PALMITOS","SC","12/2020","78.83"
"421220","PAPANDUVA","SC","12/2020","75.15"
"421223","PARAÍSO","SC","12/2020","76.25"
"421225","PASSO DE TORRES","SC","12/2020","74.10"
"421227","PASSOS MAIA","SC","12/2020","75.62"
"421230","PAULO LOPES","SC","12/2020","70.92"
"421240","PEDRAS GRANDES","SC","12/2020","92.24"
"421250","PENHA","SC","12/2020","83.78"
"421260","PERITIBA","SC","12/2020","80.43"
"421265","PESCARIA BRAVA","SC","12/2020","78.36"
"421270","PETROLÂNDIA","SC","12/2020","86.95"
"421280","BALNEÁRIO PIÇARRAS","SC","12/2020","85.85"
"421290","PINHALZINHO","SC","12/2020","80.00"
"421300","PINHEIRO PRETO","SC","12/2020","95.58"
"421310","PIRATUBA","SC","12/2020","82.17"
"421315","PLANALTO ALEGRE","SC","12/2020","83.33"
"421320","POMERODE","SC","12/2020","72.48"
"421330","PONTE ALTA","SC","12/2020","85.48"
"421335","PONTE ALTA DO NORTE","SC","12/2020","87.09"
"421340","PONTE SERRADA","SC","12/2020","84.71"
"421350","PORTO BELO","SC","12/2020","80.72"
"421360","PORTO UNIÃO","SC","12/2020","86.75"
"421370","POUSO REDONDO","SC","12/2020","82.50"
"421380","PRAIA GRANDE","SC","12/2020","83.23"
"421390","PRESIDENTE CASTELLO BRANCO","SC","12/2020","76.27"
"421400","PRESIDENTE GETÚLIO","SC","12/2020","87.93"
"421410","PRESIDENTE NEREU","SC","12/2020","92.68"
"421415","PRINCESA","SC","12/2020","64.76"
"421420","QUILOMBO","SC","12/2020","88.44"
"421430","RANCHO QUEIMADO","SC","12/2020","78.82"
"421440","RIO DAS ANTAS","SC","12/2020","80.54"
"421450","RIO DO CAMPO","SC","12/2020","75.60"
"421460","RIO DO OESTE","SC","12/2020","82.63"
"421470","RIO DOS CEDROS","SC","12/2020","86.33"
"421480","RIO DO SUL","SC","12/2020","81.48"
"421490","RIO FORTUNA","SC","12/2020","75.75"
"421500","RIO NEGRINHO","SC","12/2020","84.23"
"421505","RIO RUFINO","SC","12/2020","78.45"
"421507","RIQUEZA","SC","12/2020","79.45"
"421510","RODEIO","SC","12/2020","80.00"
"421520","ROMELÂNDIA","SC","12/2020","75.34"
"421530","SALETE","SC","12/2020","78.23"
"421535","SALTINHO","SC","12/2020","73.04"
"421540","SALTO VELOSO","SC","12/2020","90.15"
"421545","SANGÃO","SC","12/2020","79.14"
"421550","SANTA CECÍLIA","SC","12/2020","82.34"
"421555","SANTA HELENA","SC","12/2020","84.93"
"421560","SANTA ROSA DE LIMA","SC","12/2020","83.67"
"421565","SANTA ROSA DO SUL","SC","12/2020","81.84"
"421567","SANTA TEREZINHA","SC","12/2020","72.04"
"421568","SANTA TEREZINHA DO PROGRESSO","SC","12/2020","80.73"
"421569","SANTIAGO DO SUL","SC","12/2020","75.64"
"421570","SANTO AMARO DA IMPERATRIZ","SC","12/2020","80.82"
"421575","SÃO BERNARDINO","SC","12/2020","69.15"
"421580","SÃO BENTO DO SUL","SC","12/2020","90.42"
"421590","SÃO BONIFÁCIO","SC","12/2020","80.37"
"421600","SÃO CARLOS","SC","12/2020","87.17"
"421605","SÃO CRISTÓVÃO DO SUL","SC","12/2020","87.44"
"421610","SÃO DOMINGOS","SC","12/2020","82.05"
"421620","SÃO FRANCISCO DO SUL","SC","12/2020","83.69"
"421625","SÃO JOÃO DO OESTE","SC","12/2020","70.14"
"421630","SÃO JOÃO BATISTA","SC","12/2020","80.40"
"421635","SÃO JOÃO DO ITAPERIÚ","SC","12/2020","91.30"
"421640","SÃO JOÃO DO SUL","SC","12/2020","80.90"
"421650","SÃO JOAQUIM","SC","12/2020","83.21"
"421660","SÃO JOSÉ","SC","12/2020","83.49"
"421670","SÃO JOSÉ DO CEDRO","SC","12/2020","78.78"
"421680","SÃO JOSÉ DO CERRITO","SC","12/2020","86.22"
"421690","SÃO LOURENÇO DO OESTE","SC","12/2020","85.91"
"421700","SÃO LUDGERO","SC","12/2020","89.01"
"421710","SÃO MARTINHO","SC","12/2020","84.94"
"421715","SÃO MIGUEL DA BOA VISTA","SC","12/2020","73.97"
"421720","SÃO MIGUEL DO OESTE","SC","12/2020","88.39"
"421725","SÃO PEDRO DE ALCÂNTARA","SC","12/2020","83.01"
"421730","SAUDADES","SC","12/2020","87.73"
"421740","SCHROEDER","SC","12/2020","78.79"
"421750","SEARA","SC","12/2020","80.57"
"421755","SERRA ALTA","SC","12/2020","57.95"
"421760","SIDERÓPOLIS","SC","12/2020","84.28"
"421770","SOMBRIO","SC","12/2020","83.03"
"421775","SUL BRASIL","SC","12/2020","77.39"
"421780","TAIÓ","SC","12/2020","81.76"
"421790","TANGARÁ","SC","12/2020","89.76"
"421795","TIGRINHOS","SC","12/2020","84.73"
"421800","TIJUCAS","SC","12/2020","83.60"
"421810","TIMBÉ DO SUL","SC","12/2020","83.20"
"421820","TIMBÓ","SC","12/2020","88.15"
"421825","TIMBÓ GRANDE","SC","12/2020","84.81"
"421830","TRÊS BARRAS","SC","12/2020","83.39"
"421835","TREVISO","SC","12/2020","86.36"
"421840","TREZE DE MAIO","SC","12/2020","80.85"
"421850","TREZE TÍLIAS","SC","12/2020","84.69"
"421860","TROMBUDO CENTRAL","SC","12/2020","89.20"
"421870","TUBARÃO","SC","12/2020","87.88"
"421875","TUNÁPOLIS","SC","12/2020","74.28"
"421880","TURVO","SC","12/2020","83.14"
"421885","UNIÃO DO OESTE","SC","12/2020","86.06"
"421890","URUBICI","SC","12/2020","76.74"
"421895","URUPEMA","SC","12/2020","82.12"
"421900","URUSSANGA","SC","12/2020","93.12"
"421910","VARGEÃO","SC","12/2020","79.31"
"421915","VARGEM","SC","12/2020","82.17"
"421917","VARGEM BONITA","SC","12/2020","86.03"
"421920","VIDAL RAMOS","SC","12/2020","63.04"
"421930","VIDEIRA","SC","12/2020","80.10"
"421935","VITOR MEIRELES","SC","12/2020","81.10"
"421940","WITMARSUM","SC","12/2020","89.84"
"421950","XANXERÊ","SC","12/2020","81.86"
"421960","XAVANTINA","SC","12/2020","87.77"
"421970","XAXIM","SC","12/2020","85.06"
"421985","ZORTÉA","SC","12/2020","80.51"
"422000","BALNEÁRIO RINCÃO","SC","12/2020","83.13"
"280010","AMPARO DE SÃO FRANCISCO","SE","12/2020","83.39"
"280020","AQUIDABÃ","SE","12/2020","82.69"
"280030","ARACAJU","SE","12/2020","84.24"
"280040","ARAUÁ","SE","12/2020","81.95"
"280050","AREIA BRANCA","SE","12/2020","80.92"
"280060","BARRA DOS COQUEIROS","SE","12/2020","84.52"
"280067","BOQUIM","SE","12/2020","85.48"
"280070","BREJO GRANDE","SE","12/2020","77.80"
"280100","CAMPO DO BRITO","SE","12/2020","82.75"
"280110","CANHOBA","SE","12/2020","94.43"
"280120","CANINDÉ DE SÃO FRANCISCO","SE","12/2020","89.81"
"280130","CAPELA","SE","12/2020","82.60"
"280140","CARIRA","SE","12/2020","66.18"
"280150","CARMÓPOLIS","SE","12/2020","85.13"
"280160","CEDRO DE SÃO JOÃO","SE","12/2020","84.81"
"280170","CRISTINÁPOLIS","SE","12/2020","88.14"
"280190","CUMBE","SE","12/2020","77.23"
"280200","DIVINA PASTORA","SE","12/2020","82.48"
"280210","ESTÂNCIA","SE","12/2020","87.65"
"280220","FEIRA NOVA","SE","12/2020","81.30"
"280230","FREI PAULO","SE","12/2020","85.44"
"280240","GARARU","SE","12/2020","90.64"
"280250","GENERAL MAYNARD","SE","12/2020","92.32"
"280260","GRACHO CARDOSO","SE","12/2020","91.76"
"280270","ILHA DAS FLORES","SE","12/2020","84.91"
"280280","INDIAROBA","SE","12/2020","93.66"
"280290","ITABAIANA","SE","12/2020","84.43"
"280300","ITABAIANINHA","SE","12/2020","91.03"
"280310","ITABI","SE","12/2020","87.22"
"280320","ITAPORANGA DAJUDA","SE","12/2020","84.75"
