"Código","Unidade Territorial","UF","Referência","Idosos que recebem o Benefício de Prestação Continuada (BPC) por Município pagador"
"431848","SÃO JOSÉ DO HORTÊNCIO","RS","12/2020","2"
"431849","SÃO JOSÉ DO INHACORÁ","RS","12/2020","1"
"431850","SÃO JOSÉ DO NORTE","RS","12/2020","150"
"431860","SÃO JOSÉ DO OURO","RS","12/2020","37"
"431861","SÃO JOSÉ DO SUL","RS","12/2020","4"
"431862","SÃO JOSÉ DOS AUSENTES","RS","12/2020","19"
"431870","SÃO LEOPOLDO","RS","12/2020","1507"
"431880","SÃO LOURENÇO DO SUL","RS","12/2020","255"
"431890","SÃO LUIZ GONZAGA","RS","12/2020","534"
"431900","SÃO MARCOS","RS","12/2020","56"
"431910","SÃO MARTINHO","RS","12/2020","14"
"431912","SÃO MARTINHO DA SERRA","RS","12/2020","17"
"431915","SÃO MIGUEL DAS MISSÕES","RS","12/2020","30"
"431920","SÃO NICOLAU","RS","12/2020","46"
"431930","SÃO PAULO DAS MISSÕES","RS","12/2020","13"
"431935","SÃO PEDRO DA SERRA","RS","12/2020","0"
"431936","SÃO PEDRO DAS MISSÕES","RS","12/2020","1"
"431937","SÃO PEDRO DO BUTIÁ","RS","12/2020","5"
"431940","SÃO PEDRO DO SUL","RS","12/2020","152"
"431950","SÃO SEBASTIÃO DO CAÍ","RS","12/2020","180"
"431960","SÃO SEPÉ","RS","12/2020","337"
"431970","SÃO VALENTIM","RS","12/2020","7"
"431971","SÃO VALENTIM DO SUL","RS","12/2020","0"
"431973","SÃO VALÉRIO DO SUL","RS","12/2020","4"
"431975","SÃO VENDELINO","RS","12/2020","1"
"431980","SÃO VICENTE DO SUL","RS","12/2020","84"
"431990","SAPIRANGA","RS","12/2020","526"
"432000","SAPUCAIA DO SUL","RS","12/2020","841"
"432010","SARANDI","RS","12/2020","86"
"432020","SEBERI","RS","12/2020","31"
"432023","SEDE NOVA","RS","12/2020","2"
"432026","SEGREDO","RS","12/2020","7"
"432030","SELBACH","RS","12/2020","33"
"432032","SENADOR SALGADO FILHO","RS","12/2020","4"
"432035","SENTINELA DO SUL","RS","12/2020","11"
"432040","SERAFINA CORRÊA","RS","12/2020","28"
"432045","SÉRIO","RS","12/2020","0"
"432050","SERTÃO","RS","12/2020","33"
"432055","SERTÃO SANTANA","RS","12/2020","33"
"432057","SETE DE SETEMBRO","RS","12/2020","2"
"432060","SEVERIANO DE ALMEIDA","RS","12/2020","3"
"432065","SILVEIRA MARTINS","RS","12/2020","4"
"432067","SINIMBU","RS","12/2020","9"
"432070","SOBRADINHO","RS","12/2020","85"
"432080","SOLEDADE","RS","12/2020","248"
"432085","TABAÍ","RS","12/2020","3"
"432090","TAPEJARA","RS","12/2020","89"
"432100","TAPERA","RS","12/2020","60"
"432110","TAPES","RS","12/2020","186"
"432120","TAQUARA","RS","12/2020","418"
"432130","TAQUARI","RS","12/2020","141"
"432132","TAQUARUÇU DO SUL","RS","12/2020","3"
"432135","TAVARES","RS","12/2020","16"
"432140","TENENTE PORTELA","RS","12/2020","62"
"432143","TERRA DE AREIA","RS","12/2020","80"
"432145","TEUTÔNIA","RS","12/2020","86"
"432146","TIO HUGO","RS","12/2020","1"
"432147","TIRADENTES DO SUL","RS","12/2020","54"
"432149","TOROPI","RS","12/2020","6"
"432150","TORRES","RS","12/2020","349"
"432160","TRAMANDAÍ","RS","12/2020","749"
"432162","TRAVESSEIRO","RS","12/2020","1"
"432163","TRÊS ARROIOS","RS","12/2020","5"
"432166","TRÊS CACHOEIRAS","RS","12/2020","30"
"432170","TRÊS COROAS","RS","12/2020","115"
"432180","TRÊS DE MAIO","RS","12/2020","210"
"432183","TRÊS FORQUILHAS","RS","12/2020","0"
"432185","TRÊS PALMEIRAS","RS","12/2020","11"
"432190","TRÊS PASSOS","RS","12/2020","201"
"432195","TRINDADE DO SUL","RS","12/2020","16"
"432200","TRIUNFO","RS","12/2020","150"
"432210","TUCUNDUVA","RS","12/2020","44"
"432215","TUNAS","RS","12/2020","4"
"432218","TUPANCI DO SUL","RS","12/2020","1"
"432220","TUPANCIRETÃ","RS","12/2020","314"
"432225","TUPANDI","RS","12/2020","5"
"432230","TUPARENDI","RS","12/2020","44"
"432232","TURUÇU","RS","12/2020","1"
"432234","UBIRETAMA","RS","12/2020","1"
"432235","UNIÃO DA SERRA","RS","12/2020","1"
"432237","UNISTALDA","RS","12/2020","10"
"432240","URUGUAIANA","RS","12/2020","1918"
"432250","VACARIA","RS","12/2020","397"
"432252","VALE VERDE","RS","12/2020","2"
"432253","VALE DO SOL","RS","12/2020","12"
"432254","VALE REAL","RS","12/2020","15"
"432255","VANINI","RS","12/2020","2"
"432260","VENÂNCIO AIRES","RS","12/2020","177"
"432270","VERA CRUZ","RS","12/2020","57"
"432280","VERANÓPOLIS","RS","12/2020","35"
"432285","VESPASIANO CORRÊA","RS","12/2020","0"
"432290","VIADUTOS","RS","12/2020","9"
"432300","VIAMÃO","RS","12/2020","2142"
"432310","VICENTE DUTRA","RS","12/2020","25"
"432320","VICTOR GRAEFF","RS","12/2020","5"
"432330","VILA FLORES","RS","12/2020","5"
"432335","VILA LÂNGARO","RS","12/2020","2"
"432340","VILA MARIA","RS","12/2020","6"
"432345","VILA NOVA DO SUL","RS","12/2020","36"
"432350","VISTA ALEGRE","RS","12/2020","1"
"432360","VISTA ALEGRE DO PRATA","RS","12/2020","1"
"432370","VISTA GAÚCHA","RS","12/2020","1"
"432375","VITÓRIA DAS MISSÕES","RS","12/2020","3"
"432377","WESTFÁLIA","RS","12/2020","0"
"432380","XANGRI-LÁ","RS","12/2020","98"
"420005","ABDON BATISTA","SC","12/2020","4"
"420010","ABELARDO LUZ","SC","12/2020","132"
"420020","AGROLÂNDIA","SC","12/2020","13"
"420030","AGRONÔMICA","SC","12/2020","3"
"420040","ÁGUA DOCE","SC","12/2020","23"
"420050","ÁGUAS DE CHAPECÓ","SC","12/2020","23"
"420055","ÁGUAS FRIAS","SC","12/2020","0"
"420060","ÁGUAS MORNAS","SC","12/2020","7"
"420070","ALFREDO WAGNER","SC","12/2020","17"
"420075","ALTO BELA VISTA","SC","12/2020","0"
"420080","ANCHIETA","SC","12/2020","5"
"420090","ANGELINA","SC","12/2020","4"
"420100","ANITA GARIBALDI","SC","12/2020","21"
"420110","ANITÁPOLIS","SC","12/2020","1"
"420120","ANTÔNIO CARLOS","SC","12/2020","17"
"420125","APIÚNA","SC","12/2020","18"
"420127","ARABUTÃ","SC","12/2020","6"
"420130","ARAQUARI","SC","12/2020","170"
"420140","ARARANGUÁ","SC","12/2020","582"
"420150","ARMAZÉM","SC","12/2020","8"
"420160","ARROIO TRINTA","SC","12/2020","2"
"420165","ARVOREDO","SC","12/2020","5"
"420170","ASCURRA","SC","12/2020","28"
"420180","ATALANTA","SC","12/2020","3"
"420190","AURORA","SC","12/2020","3"
"420195","BALNEÁRIO ARROIO DO SILVA","SC","12/2020","70"
"420200","BALNEÁRIO CAMBORIÚ","SC","12/2020","700"
"420205","BALNEÁRIO BARRA DO SUL","SC","12/2020","46"
"420207","BALNEÁRIO GAIVOTA","SC","12/2020","54"
"420208","BANDEIRANTE","SC","12/2020","4"
"420209","BARRA BONITA","SC","12/2020","3"
"420210","BARRA VELHA","SC","12/2020","275"
"420213","BELA VISTA DO TOLDO","SC","12/2020","8"
"420215","BELMONTE","SC","12/2020","3"
"420220","BENEDITO NOVO","SC","12/2020","22"
"420230","BIGUAÇU","SC","12/2020","360"
"420240","BLUMENAU","SC","12/2020","775"
"420243","BOCAINA DO SUL","SC","12/2020","9"
"420245","BOMBINHAS","SC","12/2020","80"
"420250","BOM JARDIM DA SERRA","SC","12/2020","21"
"420253","BOM JESUS","SC","12/2020","6"
"420257","BOM JESUS DO OESTE","SC","12/2020","3"
"420260","BOM RETIRO","SC","12/2020","17"
"420270","BOTUVERÁ","SC","12/2020","5"
"420280","BRAÇO DO NORTE","SC","12/2020","68"
"420285","BRAÇO DO TROMBUDO","SC","12/2020","9"
"420287","BRUNÓPOLIS","SC","12/2020","17"
"420290","BRUSQUE","SC","12/2020","303"
"420300","CAÇADOR","SC","12/2020","306"
"420310","CAIBI","SC","12/2020","16"
"420315","CALMON","SC","12/2020","8"
"420320","CAMBORIÚ","SC","12/2020","493"
"420325","CAPÃO ALTO","SC","12/2020","2"
"420330","CAMPO ALEGRE","SC","12/2020","43"
"420340","CAMPO BELO DO SUL","SC","12/2020","56"
"420350","CAMPO ERÊ","SC","12/2020","79"
"420360","CAMPOS NOVOS","SC","12/2020","170"
"420370","CANELINHA","SC","12/2020","50"
"420380","CANOINHAS","SC","12/2020","359"
"420390","CAPINZAL","SC","12/2020","70"
"420395","CAPIVARI DE BAIXO","SC","12/2020","56"
"420400","CATANDUVAS","SC","12/2020","57"
"420410","CAXAMBU DO SUL","SC","12/2020","15"
"420415","CELSO RAMOS","SC","12/2020","6"
"420417","CERRO NEGRO","SC","12/2020","12"
"420419","CHAPADÃO DO LAGEADO","SC","12/2020","0"
"420420","CHAPECÓ","SC","12/2020","1101"
"420425","COCAL DO SUL","SC","12/2020","13"
"420430","CONCÓRDIA","SC","12/2020","332"
"420435","CORDILHEIRA ALTA","SC","12/2020","2"
"420440","CORONEL FREITAS","SC","12/2020","31"
"420445","CORONEL MARTINS","SC","12/2020","1"
"420450","CORUPÁ","SC","12/2020","38"
"420455","CORREIA PINTO","SC","12/2020","51"
"420460","CRICIÚMA","SC","12/2020","843"
"420470","CUNHA PORÃ","SC","12/2020","26"
"420475","CUNHATAÍ","SC","12/2020","0"
"420480","CURITIBANOS","SC","12/2020","217"
"420490","DESCANSO","SC","12/2020","26"
"420500","DIONÍSIO CERQUEIRA","SC","12/2020","214"
"420510","DONA EMMA","SC","12/2020","3"
"420515","DOUTOR PEDRINHO","SC","12/2020","10"
"420517","ENTRE RIOS","SC","12/2020","0"
"420520","ERVAL VELHO","SC","12/2020","16"
"420530","FAXINAL DOS GUEDES","SC","12/2020","52"
"420535","FLOR DO SERTÃO","SC","12/2020","2"
"420540","FLORIANÓPOLIS","SC","12/2020","2231"
"420543","FORMOSA DO SUL","SC","12/2020","2"
"420545","FORQUILHINHA","SC","12/2020","58"
"420550","FRAIBURGO","SC","12/2020","151"
"420555","FREI ROGÉRIO","SC","12/2020","11"
"420560","GALVÃO","SC","12/2020","11"
"420570","GAROPABA","SC","12/2020","71"
"420580","GARUVA","SC","12/2020","147"
"420590","GASPAR","SC","12/2020","162"
"420600","GOVERNADOR CELSO RAMOS","SC","12/2020","54"
"420610","GRÃO PARÁ","SC","12/2020","4"
"420620","GRAVATAL","SC","12/2020","20"
"420630","GUABIRUBA","SC","12/2020","48"
"420640","GUARACIABA","SC","12/2020","10"
"420650","GUARAMIRIM","SC","12/2020","121"
"420660","GUARUJÁ DO SUL","SC","12/2020","10"
"420665","GUATAMBÚ","SC","12/2020","10"
"420670","HERVAL DOESTE","SC","12/2020","65"
"420675","IBIAM","SC","12/2020","1"
"420680","IBICARÉ","SC","12/2020","10"
"420690","IBIRAMA","SC","12/2020","40"
"420700","IÇARA","SC","12/2020","226"
"420710","ILHOTA","SC","12/2020","66"
"420720","IMARUÍ","SC","12/2020","21"
"420730","IMBITUBA","SC","12/2020","236"
"420740","IMBUIA","SC","12/2020","1"
"420750","INDAIAL","SC","12/2020","156"
"420757","IOMERÊ","SC","12/2020","2"
"420760","IPIRA","SC","12/2020","8"
"420765","IPORÃ DO OESTE","SC","12/2020","20"
"420768","IPUAÇU","SC","12/2020","6"
"420770","IPUMIRIM","SC","12/2020","9"
"420775","IRACEMINHA","SC","12/2020","3"
"420780","IRANI","SC","12/2020","47"
"420785","IRATI","SC","12/2020","3"
"420790","IRINEÓPOLIS","SC","12/2020","30"
"420800","ITÁ","SC","12/2020","17"
"420810","ITAIÓPOLIS","SC","12/2020","46"
"420820","ITAJAÍ","SC","12/2020","1037"
"420830","ITAPEMA","SC","12/2020","303"
"420840","ITAPIRANGA","SC","12/2020","46"
"420845","ITAPOÁ","SC","12/2020","238"
"420850","ITUPORANGA","SC","12/2020","69"
"420860","JABORÁ","SC","12/2020","9"
"420870","JACINTO MACHADO","SC","12/2020","40"
"420880","JAGUARUNA","SC","12/2020","67"
"420890","JARAGUÁ DO SUL","SC","12/2020","474"
"420895","JARDINÓPOLIS","SC","12/2020","0"
"420900","JOAÇABA","SC","12/2020","86"
"420910","JOINVILLE","SC","12/2020","2630"
"420915","JOSÉ BOITEUX","SC","12/2020","4"
"420917","JUPIÁ","SC","12/2020","7"
"420920","LACERDÓPOLIS","SC","12/2020","7"
"420930","LAGES","SC","12/2020","1056"
"420940","LAGUNA","SC","12/2020","155"
"420945","LAJEADO GRANDE","SC","12/2020","2"
"420950","LAURENTINO","SC","12/2020","8"
"420960","LAURO MÜLLER","SC","12/2020","22"
"420970","LEBON RÉGIS","SC","12/2020","58"
"420980","LEOBERTO LEAL","SC","12/2020","1"
"420985","LINDÓIA DO SUL","SC","12/2020","6"
"420990","LONTRAS","SC","12/2020","24"
"421000","LUIZ ALVES","SC","12/2020","18"
"421003","LUZERNA","SC","12/2020","16"
"421005","MACIEIRA","SC","12/2020","3"
"421010","MAFRA","SC","12/2020","264"
"421020","MAJOR GERCINO","SC","12/2020","5"
"421030","MAJOR VIEIRA","SC","12/2020","19"
"421040","MARACAJÁ","SC","12/2020","18"
"421050","MARAVILHA","SC","12/2020","109"
"421055","MAREMA","SC","12/2020","5"
"421060","MASSARANDUBA","SC","12/2020","39"
"421070","MATOS COSTA","SC","12/2020","8"
"421080","MELEIRO","SC","12/2020","4"
"421085","MIRIM DOCE","SC","12/2020","4"
"421090","MODELO","SC","12/2020","8"
"421100","MONDAÍ","SC","12/2020","34"
"421105","MONTE CARLO","SC","12/2020","39"
"421110","MONTE CASTELO","SC","12/2020","25"
"421120","MORRO DA FUMAÇA","SC","12/2020","46"
"421125","MORRO GRANDE","SC","12/2020","6"
"421130","NAVEGANTES","SC","12/2020","312"
"421140","NOVA ERECHIM","SC","12/2020","9"
"421145","NOVA ITABERABA","SC","12/2020","9"
"421150","NOVA TRENTO","SC","12/2020","27"
"421160","NOVA VENEZA","SC","12/2020","22"
"421165","NOVO HORIZONTE","SC","12/2020","3"
"421170","ORLEANS","SC","12/2020","30"
"421175","OTACÍLIO COSTA","SC","12/2020","51"
"421180","OURO","SC","12/2020","14"
"421185","OURO VERDE","SC","12/2020","4"
"421187","PAIAL","SC","12/2020","1"
"421189","PAINEL","SC","12/2020","15"
"421190","PALHOÇA","SC","12/2020","642"
"421200","PALMA SOLA","SC","12/2020","24"
"421205","PALMEIRA","SC","12/2020","9"
"421210","PALMITOS","SC","12/2020","55"
"421220","PAPANDUVA","SC","12/2020","63"
"421223","PARAÍSO","SC","12/2020","9"
"421225","PASSO DE TORRES","SC","12/2020","27"
"421227","PASSOS MAIA","SC","12/2020","18"
"421230","PAULO LOPES","SC","12/2020","14"
"421240","PEDRAS GRANDES","SC","12/2020","0"
"421250","PENHA","SC","12/2020","159"
"421260","PERITIBA","SC","12/2020","4"
"421265","PESCARIA BRAVA","SC","12/2020","0"
"421270","PETROLÂNDIA","SC","12/2020","6"
"421280","BALNEÁRIO PIÇARRAS","SC","12/2020","165"
"421290","PINHALZINHO","SC","12/2020","114"
"421300","PINHEIRO PRETO","SC","12/2020","4"
"421310","PIRATUBA","SC","12/2020","13"
"421315","PLANALTO ALEGRE","SC","12/2020","12"
"421320","POMERODE","SC","12/2020","46"
"421330","PONTE ALTA","SC","12/2020","32"
"421335","PONTE ALTA DO NORTE","SC","12/2020","12"
"421340","PONTE SERRADA","SC","12/2020","84"
"421350","PORTO BELO","SC","12/2020","79"
"421360","PORTO UNIÃO","SC","12/2020","180"
"421370","POUSO REDONDO","SC","12/2020","47"
"421380","PRAIA GRANDE","SC","12/2020","31"
"421390","PRESIDENTE CASTELLO BRANCO","SC","12/2020","6"
"421400","PRESIDENTE GETÚLIO","SC","12/2020","15"
"421410","PRESIDENTE NEREU","SC","12/2020","2"
"421415","PRINCESA","SC","12/2020","1"
"421420","QUILOMBO","SC","12/2020","23"
"421430","RANCHO QUEIMADO","SC","12/2020","5"
"421440","RIO DAS ANTAS","SC","12/2020","8"
"421450","RIO DO CAMPO","SC","12/2020","16"
"421460","RIO DO OESTE","SC","12/2020","13"
"421470","RIO DOS CEDROS","SC","12/2020","28"
"421480","RIO DO SUL","SC","12/2020","174"
"421490","RIO FORTUNA","SC","12/2020","1"
"421500","RIO NEGRINHO","SC","12/2020","180"
"421505","RIO RUFINO","SC","12/2020","7"
"421507","RIQUEZA","SC","12/2020","7"
"421510","RODEIO","SC","12/2020","25"
"421520","ROMELÂNDIA","SC","12/2020","9"
"421530","SALETE","SC","12/2020","7"
"421535","SALTINHO","SC","12/2020","2"
"421540","SALTO VELOSO","SC","12/2020","8"
"421545","SANGÃO","SC","12/2020","29"
"421550","SANTA CECÍLIA","SC","12/2020","78"
"421555","SANTA HELENA","SC","12/2020","3"
"421560","SANTA ROSA DE LIMA","SC","12/2020","1"
"421565","SANTA ROSA DO SUL","SC","12/2020","39"
"421567","SANTA TEREZINHA","SC","12/2020","7"
"421568","SANTA TEREZINHA DO PROGRESSO","SC","12/2020","5"
"421569","SANTIAGO DO SUL","SC","12/2020","0"
"421570","SANTO AMARO DA IMPERATRIZ","SC","12/2020","64"
"421575","SÃO BERNARDINO","SC","12/2020","5"
"421580","SÃO BENTO DO SUL","SC","12/2020","293"
"421590","SÃO BONIFÁCIO","SC","12/2020","1"
"421600","SÃO CARLOS","SC","12/2020","55"
"421605","SÃO CRISTÓVÃO DO SUL","SC","12/2020","33"
"421610","SÃO DOMINGOS","SC","12/2020","45"
"421620","SÃO FRANCISCO DO SUL","SC","12/2020","431"
"421625","SÃO JOÃO DO OESTE","SC","12/2020","3"
"421630","SÃO JOÃO BATISTA","SC","12/2020","118"
"421635","SÃO JOÃO DO ITAPERIÚ","SC","12/2020","9"
"421640","SÃO JOÃO DO SUL","SC","12/2020","17"
"421650","SÃO JOAQUIM","SC","12/2020","122"
"421660","SÃO JOSÉ","SC","12/2020","916"
"421670","SÃO JOSÉ DO CEDRO","SC","12/2020","50"
"421680","SÃO JOSÉ DO CERRITO","SC","12/2020","16"
"421690","SÃO LOURENÇO DO OESTE","SC","12/2020","103"
"421700","SÃO LUDGERO","SC","12/2020","17"
"421710","SÃO MARTINHO","SC","12/2020","2"
"421715","SÃO MIGUEL DA BOA VISTA","SC","12/2020","1"
"421720","SÃO MIGUEL DO OESTE","SC","12/2020","189"
"421725","SÃO PEDRO DE ALCÂNTARA","SC","12/2020","11"
"421730","SAUDADES","SC","12/2020","9"
"421740","SCHROEDER","SC","12/2020","60"
"421750","SEARA","SC","12/2020","51"
"421755","SERRA ALTA","SC","12/2020","2"
"421760","SIDERÓPOLIS","SC","12/2020","35"
"421770","SOMBRIO","SC","12/2020","251"
"421775","SUL BRASIL","SC","12/2020","11"
"421780","TAIÓ","SC","12/2020","45"
"421790","TANGARÁ","SC","12/2020","22"
"421795","TIGRINHOS","SC","12/2020","3"
"421800","TIJUCAS","SC","12/2020","195"
"421810","TIMBÉ DO SUL","SC","12/2020","14"
"421820","TIMBÓ","SC","12/2020","108"
"421825","TIMBÓ GRANDE","SC","12/2020","22"
"421830","TRÊS BARRAS","SC","12/2020","52"
"421835","TREVISO","SC","12/2020","3"
"421840","TREZE DE MAIO","SC","12/2020","5"
"421850","TREZE TÍLIAS","SC","12/2020","14"
"421860","TROMBUDO CENTRAL","SC","12/2020","9"
"421870","TUBARÃO","SC","12/2020","262"
"421875","TUNÁPOLIS","SC","12/2020","10"
"421880","TURVO","SC","12/2020","50"
"421885","UNIÃO DO OESTE","SC","12/2020","5"
"421890","URUBICI","SC","12/2020","41"
"421895","URUPEMA","SC","12/2020","5"
"421900","URUSSANGA","SC","12/2020","34"
"421910","VARGEÃO","SC","12/2020","26"
"421915","VARGEM","SC","12/2020","6"
"421917","VARGEM BONITA","SC","12/2020","9"
"421920","VIDAL RAMOS","SC","12/2020","4"
"421930","VIDEIRA","SC","12/2020","131"
"421935","VITOR MEIRELES","SC","12/2020","7"
"421940","WITMARSUM","SC","12/2020","7"
"421950","XANXERÊ","SC","12/2020","294"
"421960","XAVANTINA","SC","12/2020","5"
"421970","XAXIM","SC","12/2020","121"
"421985","ZORTÉA","SC","12/2020","8"
"280010","AMPARO DE SÃO FRANCISCO","SE","12/2020","6"
"280020","AQUIDABÃ","SE","12/2020","70"
"280030","ARACAJU","SE","12/2020","7317"
"280040","ARAUÁ","SE","12/2020","116"
"280050","AREIA BRANCA","SE","12/2020","95"
"280060","BARRA DOS COQUEIROS","SE","12/2020","126"
"280067","BOQUIM","SE","12/2020","300"
"280070","BREJO GRANDE","SE","12/2020","24"
"280100","CAMPO DO BRITO","SE","12/2020","147"
"280110","CANHOBA","SE","12/2020","5"
"280120","CANINDÉ DE SÃO FRANCISCO","SE","12/2020","121"
"280130","CAPELA","SE","12/2020","599"
"280140","CARIRA","SE","12/2020","87"
"280150","CARMÓPOLIS","SE","12/2020","117"
"280160","CEDRO DE SÃO JOÃO","SE","12/2020","18"
"280170","CRISTINÁPOLIS","SE","12/2020","123"
"280190","CUMBE","SE","12/2020","3"
"280200","DIVINA PASTORA","SE","12/2020","4"
"280210","ESTÂNCIA","SE","12/2020","826"
"280220","FEIRA NOVA","SE","12/2020","8"
"280230","FREI PAULO","SE","12/2020","60"
"280240","GARARU","SE","12/2020","6"
"280250","GENERAL MAYNARD","SE","12/2020","6"
"280260","GRACHO CARDOSO","SE","12/2020","7"
"280270","ILHA DAS FLORES","SE","12/2020","34"
"280280","INDIAROBA","SE","12/2020","72"
"280290","ITABAIANA","SE","12/2020","933"
"280300","ITABAIANINHA","SE","12/2020","350"
"280310","ITABI","SE","12/2020","5"
"280320","ITAPORANGA DAJUDA","SE","12/2020","190"
"280330","JAPARATUBA","SE","12/2020","89"
"280340","JAPOATÃ","SE","12/2020","77"
"280350","LAGARTO","SE","12/2020","834"
"280360","LARANJEIRAS","SE","12/2020","156"
"280370","MACAMBIRA","SE","12/2020","12"
"280380","MALHADA DOS BOIS","SE","12/2020","12"
"280390","MALHADOR","SE","12/2020","25"
"280400","MARUIM","SE","12/2020","110"
"280410","MOITA BONITA","SE","12/2020","51"
"280420","MONTE ALEGRE DE SERGIPE","SE","12/2020","27"
"280430","MURIBECA","SE","12/2020","12"
"280440","NEÓPOLIS","SE","12/2020","151"
"280445","NOSSA SENHORA APARECIDA","SE","12/2020","11"
"280450","NOSSA SENHORA DA GLÓRIA","SE","12/2020","162"
"280460","NOSSA SENHORA DAS DORES","SE","12/2020","168"
"280470","NOSSA SENHORA DE LOURDES","SE","12/2020","11"
"280480","NOSSA SENHORA DO SOCORRO","SE","12/2020","829"
"280490","PACATUBA","SE","12/2020","15"
"280500","PEDRA MOLE","SE","12/2020","4"
"280510","PEDRINHAS","SE","12/2020","27"
"280520","PINHÃO","SE","12/2020","14"
"280530","PIRAMBU","SE","12/2020","30"
"280540","POÇO REDONDO","SE","12/2020","86"
"280550","POÇO VERDE","SE","12/2020","57"
"280560","PORTO DA FOLHA","SE","12/2020","56"
"280570","PROPRIÁ","SE","12/2020","481"
"280580","RIACHÃO DO DANTAS","SE","12/2020","134"
"280590","RIACHUELO","SE","12/2020","78"
"280600","RIBEIRÓPOLIS","SE","12/2020","62"
"280610","ROSÁRIO DO CATETE","SE","12/2020","28"
"280620","SALGADO","SE","12/2020","102"
"280630","SANTA LUZIA DO ITANHY","SE","12/2020","28"
"280640","SANTANA DO SÃO FRANCISCO","SE","12/2020","42"
"280650","SANTA ROSA DE LIMA","SE","12/2020","34"
"280660","SANTO AMARO DAS BROTAS","SE","12/2020","37"
"280670","SÃO CRISTÓVÃO","SE","12/2020","698"
"280680","SÃO DOMINGOS","SE","12/2020","22"
"280690","SÃO FRANCISCO","SE","12/2020","9"
"280700","SÃO MIGUEL DO ALEIXO","SE","12/2020","0"
"280710","SIMÃO DIAS","SE","12/2020","343"
"280720","SIRIRI","SE","12/2020","41"
"280730","TELHA","SE","12/2020","5"
"280740","TOBIAS BARRETO","SE","12/2020","643"
"280750","TOMAR DO GERU","SE","12/2020","32"
"280760","UMBAÚBA","SE","12/2020","244"
"350010","ADAMANTINA","SP","12/2020","199"
"350020","ADOLFO","SP","12/2020","34"
"350030","AGUAÍ","SP","12/2020","196"
"350040","ÁGUAS DA PRATA","SP","12/2020","74"
"350050","ÁGUAS DE LINDÓIA","SP","12/2020","152"
"350055","ÁGUAS DE SANTA BÁRBARA","SP","12/2020","50"
"350060","ÁGUAS DE SÃO PEDRO","SP","12/2020","56"
"350070","AGUDOS","SP","12/2020","325"
"350075","ALAMBARI","SP","12/2020","28"
"350080","ALFREDO MARCONDES","SP","12/2020","33"
"350090","ALTAIR","SP","12/2020","35"
"350100","ALTINÓPOLIS","SP","12/2020","111"
"350110","ALTO ALEGRE","SP","12/2020","18"
"350115","ALUMÍNIO","SP","12/2020","54"
"350120","ÁLVARES FLORENCE","SP","12/2020","38"
"350130","ÁLVARES MACHADO","SP","12/2020","209"
"350140","ÁLVARO DE CARVALHO","SP","12/2020","16"
"350150","ALVINLÂNDIA","SP","12/2020","19"
"350160","AMERICANA","SP","12/2020","1478"
"350170","AMÉRICO BRASILIENSE","SP","12/2020","169"
"350180","AMÉRICO DE CAMPOS","SP","12/2020","73"
"350190","AMPARO","SP","12/2020","470"
"350200","ANALÂNDIA","SP","12/2020","44"
"350210","ANDRADINA","SP","12/2020","589"
"350220","ANGATUBA","SP","12/2020","119"
"350230","ANHEMBI","SP","12/2020","27"
"350240","ANHUMAS","SP","12/2020","17"
"350250","APARECIDA","SP","12/2020","619"
"350260","APARECIDA DOESTE","SP","12/2020","27"
"350270","APIAÍ","SP","12/2020","299"
"350275","ARAÇARIGUAMA","SP","12/2020","170"
"350280","ARAÇATUBA","SP","12/2020","2258"
"350290","ARAÇOIABA DA SERRA","SP","12/2020","254"
"350300","ARAMINA","SP","12/2020","26"
"350310","ARANDU","SP","12/2020","30"
"350315","ARAPEÍ","SP","12/2020","31"
"350320","ARARAQUARA","SP","12/2020","1727"
"350330","ARARAS","SP","12/2020","781"
"350335","ARCO-ÍRIS","SP","12/2020","5"
"350340","AREALVA","SP","12/2020","70"
"350350","AREIAS","SP","12/2020","47"
"350360","AREIÓPOLIS","SP","12/2020","38"
"350370","ARIRANHA","SP","12/2020","36"
"350380","ARTUR NOGUEIRA","SP","12/2020","454"
"350390","ARUJÁ","SP","12/2020","1023"
"350395","ASPÁSIA","SP","12/2020","4"
"350400","ASSIS","SP","12/2020","852"
"350410","ATIBAIA","SP","12/2020","1605"
"350420","AURIFLAMA","SP","12/2020","101"
"350430","AVAÍ","SP","12/2020","32"
"350440","AVANHANDAVA","SP","12/2020","43"
"350450","AVARÉ","SP","12/2020","716"
"350460","BADY BASSITT","SP","12/2020","265"
"350470","BALBINOS","SP","12/2020","9"
"350480","BÁLSAMO","SP","12/2020","84"
"350490","BANANAL","SP","12/2020","126"
"350500","BARÃO DE ANTONINA","SP","12/2020","31"
"350510","BARBOSA","SP","12/2020","60"
"350520","BARIRI","SP","12/2020","217"
"350530","BARRA BONITA","SP","12/2020","238"
"350535","BARRA DO CHAPÉU","SP","12/2020","21"
"350540","BARRA DO TURVO","SP","12/2020","184"
"350550","BARRETOS","SP","12/2020","1128"
"350560","BARRINHA","SP","12/2020","191"
"350570","BARUERI","SP","12/2020","2485"
"350580","BASTOS","SP","12/2020","189"
"350590","BATATAIS","SP","12/2020","430"
"350600","BAURU","SP","12/2020","3216"
"350610","BEBEDOURO","SP","12/2020","728"
"350620","BENTO DE ABREU","SP","12/2020","10"
"350630","BERNARDINO DE CAMPOS","SP","12/2020","110"
