"Código","Unidade Territorial","UF","Referência","Famílias beneficiárias do Programa Bolsa Família"
"431850","SÃO JOSÉ DO NORTE","RS","10/2019","1314"
"431860","SÃO JOSÉ DO OURO","RS","10/2019","206"
"431861","SÃO JOSÉ DO SUL","RS","10/2019","14"
"431862","SÃO JOSÉ DOS AUSENTES","RS","10/2019","189"
"431870","SÃO LEOPOLDO","RS","10/2019","7077"
"431880","SÃO LOURENÇO DO SUL","RS","10/2019","1393"
"431890","SÃO LUIZ GONZAGA","RS","10/2019","880"
"431900","SÃO MARCOS","RS","10/2019","312"
"431910","SÃO MARTINHO","RS","10/2019","95"
"431912","SÃO MARTINHO DA SERRA","RS","10/2019","222"
"431915","SÃO MIGUEL DAS MISSÕES","RS","10/2019","527"
"431920","SÃO NICOLAU","RS","10/2019","667"
"431930","SÃO PAULO DAS MISSÕES","RS","10/2019","238"
"431935","SÃO PEDRO DA SERRA","RS","10/2019","18"
"431936","SÃO PEDRO DAS MISSÕES","RS","10/2019","79"
"431937","SÃO PEDRO DO BUTIÁ","RS","10/2019","47"
"431940","SÃO PEDRO DO SUL","RS","10/2019","806"
"431950","SÃO SEBASTIÃO DO CAÍ","RS","10/2019","738"
"431960","SÃO SEPÉ","RS","10/2019","899"
"431970","SÃO VALENTIM","RS","10/2019","50"
"431971","SÃO VALENTIM DO SUL","RS","10/2019","5"
"431973","SÃO VALÉRIO DO SUL","RS","10/2019","286"
"431975","SÃO VENDELINO","RS","10/2019","2"
"431980","SÃO VICENTE DO SUL","RS","10/2019","397"
"431990","SAPIRANGA","RS","10/2019","1596"
"432000","SAPUCAIA DO SUL","RS","10/2019","3563"
"432010","SARANDI","RS","10/2019","813"
"432020","SEBERI","RS","10/2019","579"
"432023","SEDE NOVA","RS","10/2019","107"
"432026","SEGREDO","RS","10/2019","449"
"432030","SELBACH","RS","10/2019","90"
"432032","SENADOR SALGADO FILHO","RS","10/2019","114"
"432035","SENTINELA DO SUL","RS","10/2019","293"
"432040","SERAFINA CORRÊA","RS","10/2019","109"
"432045","SÉRIO","RS","10/2019","53"
"432050","SERTÃO","RS","10/2019","172"
"432055","SERTÃO SANTANA","RS","10/2019","175"
"432057","SETE DE SETEMBRO","RS","10/2019","102"
"432060","SEVERIANO DE ALMEIDA","RS","10/2019","56"
"432065","SILVEIRA MARTINS","RS","10/2019","57"
"432067","SINIMBU","RS","10/2019","392"
"432070","SOBRADINHO","RS","10/2019","448"
"432080","SOLEDADE","RS","10/2019","1586"
"432085","TABAÍ","RS","10/2019","113"
"432090","TAPEJARA","RS","10/2019","369"
"432100","TAPERA","RS","10/2019","123"
"432110","TAPES","RS","10/2019","360"
"432120","TAQUARA","RS","10/2019","896"
"432130","TAQUARI","RS","10/2019","1150"
"432132","TAQUARUÇU DO SUL","RS","10/2019","48"
"432135","TAVARES","RS","10/2019","405"
"432140","TENENTE PORTELA","RS","10/2019","725"
"432143","TERRA DE AREIA","RS","10/2019","604"
"432145","TEUTÔNIA","RS","10/2019","217"
"432146","TIO HUGO","RS","10/2019","31"
"432147","TIRADENTES DO SUL","RS","10/2019","121"
"432149","TOROPI","RS","10/2019","99"
"432150","TORRES","RS","10/2019","775"
"432160","TRAMANDAÍ","RS","10/2019","1630"
"432162","TRAVESSEIRO","RS","10/2019","5"
"432163","TRÊS ARROIOS","RS","10/2019","3"
"432166","TRÊS CACHOEIRAS","RS","10/2019","184"
"432170","TRÊS COROAS","RS","10/2019","295"
"432180","TRÊS DE MAIO","RS","10/2019","545"
"432183","TRÊS FORQUILHAS","RS","10/2019","100"
"432185","TRÊS PALMEIRAS","RS","10/2019","231"
"432190","TRÊS PASSOS","RS","10/2019","542"
"432195","TRINDADE DO SUL","RS","10/2019","292"
"432200","TRIUNFO","RS","10/2019","1108"
"432210","TUCUNDUVA","RS","10/2019","91"
"432215","TUNAS","RS","10/2019","379"
"432218","TUPANCI DO SUL","RS","10/2019","54"
"432220","TUPANCIRETÃ","RS","10/2019","1614"
"432225","TUPANDI","RS","10/2019","29"
"432230","TUPARENDI","RS","10/2019","165"
"432232","TURUÇU","RS","10/2019","147"
"432234","UBIRETAMA","RS","10/2019","25"
"432235","UNIÃO DA SERRA","RS","10/2019","11"
"432237","UNISTALDA","RS","10/2019","212"
"432240","URUGUAIANA","RS","10/2019","6109"
"432250","VACARIA","RS","10/2019","1666"
"432252","VALE VERDE","RS","10/2019","130"
"432253","VALE DO SOL","RS","10/2019","187"
"432254","VALE REAL","RS","10/2019","27"
"432255","VANINI","RS","10/2019","22"
"432260","VENÂNCIO AIRES","RS","10/2019","1576"
"432270","VERA CRUZ","RS","10/2019","573"
"432280","VERANÓPOLIS","RS","10/2019","248"
"432285","VESPASIANO CORRÊA","RS","10/2019","2"
"432290","VIADUTOS","RS","10/2019","69"
"432300","VIAMÃO","RS","10/2019","10500"
"432310","VICENTE DUTRA","RS","10/2019","370"
"432320","VICTOR GRAEFF","RS","10/2019","24"
"432330","VILA FLORES","RS","10/2019","18"
"432335","VILA LÂNGARO","RS","10/2019","16"
"432340","VILA MARIA","RS","10/2019","46"
"432345","VILA NOVA DO SUL","RS","10/2019","399"
"432350","VISTA ALEGRE","RS","10/2019","77"
"432360","VISTA ALEGRE DO PRATA","RS","10/2019","12"
"432370","VISTA GAÚCHA","RS","10/2019","113"
"432375","VITÓRIA DAS MISSÕES","RS","10/2019","210"
"432377","WESTFÁLIA","RS","10/2019","5"
"432380","XANGRI-LÁ","RS","10/2019","453"
"420005","ABDON BATISTA","SC","10/2019","122"
"420010","ABELARDO LUZ","SC","10/2019","1379"
"420020","AGROLÂNDIA","SC","10/2019","66"
"420030","AGRONÔMICA","SC","10/2019","18"
"420040","ÁGUA DOCE","SC","10/2019","52"
"420050","ÁGUAS DE CHAPECÓ","SC","10/2019","233"
"420055","ÁGUAS FRIAS","SC","10/2019","32"
"420060","ÁGUAS MORNAS","SC","10/2019","18"
"420070","ALFREDO WAGNER","SC","10/2019","244"
"420075","ALTO BELA VISTA","SC","10/2019","15"
"420080","ANCHIETA","SC","10/2019","103"
"420090","ANGELINA","SC","10/2019","102"
"420100","ANITA GARIBALDI","SC","10/2019","725"
"420110","ANITÁPOLIS","SC","10/2019","118"
"420120","ANTÔNIO CARLOS","SC","10/2019","141"
"420125","APIÚNA","SC","10/2019","83"
"420127","ARABUTÃ","SC","10/2019","26"
"420130","ARAQUARI","SC","10/2019","924"
"420140","ARARANGUÁ","SC","10/2019","780"
"420150","ARMAZÉM","SC","10/2019","197"
"420160","ARROIO TRINTA","SC","10/2019","26"
"420165","ARVOREDO","SC","10/2019","38"
"420170","ASCURRA","SC","10/2019","43"
"420180","ATALANTA","SC","10/2019","40"
"420190","AURORA","SC","10/2019","39"
"420195","BALNEÁRIO ARROIO DO SILVA","SC","10/2019","298"
"420200","BALNEÁRIO CAMBORIÚ","SC","10/2019","694"
"420205","BALNEÁRIO BARRA DO SUL","SC","10/2019","522"
"420207","BALNEÁRIO GAIVOTA","SC","10/2019","418"
"420208","BANDEIRANTE","SC","10/2019","86"
"420209","BARRA BONITA","SC","10/2019","40"
"420210","BARRA VELHA","SC","10/2019","778"
"420213","BELA VISTA DO TOLDO","SC","10/2019","388"
"420215","BELMONTE","SC","10/2019","49"
"420220","BENEDITO NOVO","SC","10/2019","68"
"420230","BIGUAÇU","SC","10/2019","1642"
"420240","BLUMENAU","SC","10/2019","3274"
"420243","BOCAINA DO SUL","SC","10/2019","176"
"420245","BOMBINHAS","SC","10/2019","387"
"420250","BOM JARDIM DA SERRA","SC","10/2019","217"
"420253","BOM JESUS","SC","10/2019","187"
"420257","BOM JESUS DO OESTE","SC","10/2019","52"
"420260","BOM RETIRO","SC","10/2019","461"
"420270","BOTUVERÁ","SC","10/2019","67"
"420280","BRAÇO DO NORTE","SC","10/2019","297"
"420285","BRAÇO DO TROMBUDO","SC","10/2019","12"
"420287","BRUNÓPOLIS","SC","10/2019","133"
"420290","BRUSQUE","SC","10/2019","1432"
"420300","CAÇADOR","SC","10/2019","1179"
"420310","CAIBI","SC","10/2019","147"
"420315","CALMON","SC","10/2019","211"
"420320","CAMBORIÚ","SC","10/2019","1206"
"420325","CAPÃO ALTO","SC","10/2019","79"
"420330","CAMPO ALEGRE","SC","10/2019","226"
"420340","CAMPO BELO DO SUL","SC","10/2019","174"
"420350","CAMPO ERÊ","SC","10/2019","532"
"420360","CAMPOS NOVOS","SC","10/2019","301"
"420370","CANELINHA","SC","10/2019","433"
"420380","CANOINHAS","SC","10/2019","1256"
"420390","CAPINZAL","SC","10/2019","282"
"420395","CAPIVARI DE BAIXO","SC","10/2019","110"
"420400","CATANDUVAS","SC","10/2019","203"
"420410","CAXAMBU DO SUL","SC","10/2019","202"
"420415","CELSO RAMOS","SC","10/2019","117"
"420417","CERRO NEGRO","SC","10/2019","248"
"420419","CHAPADÃO DO LAGEADO","SC","10/2019","39"
"420420","CHAPECÓ","SC","10/2019","2799"
"420425","COCAL DO SUL","SC","10/2019","168"
"420430","CONCÓRDIA","SC","10/2019","652"
"420435","CORDILHEIRA ALTA","SC","10/2019","52"
"420440","CORONEL FREITAS","SC","10/2019","178"
"420445","CORONEL MARTINS","SC","10/2019","73"
"420450","CORUPÁ","SC","10/2019","199"
"420455","CORREIA PINTO","SC","10/2019","734"
"420460","CRICIÚMA","SC","10/2019","2900"
"420470","CUNHA PORÃ","SC","10/2019","114"
"420475","CUNHATAÍ","SC","10/2019","4"
"420480","CURITIBANOS","SC","10/2019","1268"
"420490","DESCANSO","SC","10/2019","106"
"420500","DIONÍSIO CERQUEIRA","SC","10/2019","422"
"420510","DONA EMMA","SC","10/2019","29"
"420515","DOUTOR PEDRINHO","SC","10/2019","6"
"420517","ENTRE RIOS","SC","10/2019","465"
"420519","ERMO","SC","10/2019","92"
"420520","ERVAL VELHO","SC","10/2019","31"
"420530","FAXINAL DOS GUEDES","SC","10/2019","199"
"420535","FLOR DO SERTÃO","SC","10/2019","36"
"420540","FLORIANÓPOLIS","SC","10/2019","5888"
"420543","FORMOSA DO SUL","SC","10/2019","87"
"420545","FORQUILHINHA","SC","10/2019","294"
"420550","FRAIBURGO","SC","10/2019","912"
"420555","FREI ROGÉRIO","SC","10/2019","102"
"420560","GALVÃO","SC","10/2019","150"
"420570","GAROPABA","SC","10/2019","645"
"420580","GARUVA","SC","10/2019","507"
"420590","GASPAR","SC","10/2019","518"
"420600","GOVERNADOR CELSO RAMOS","SC","10/2019","331"
"420610","GRÃO PARÁ","SC","10/2019","68"
"420620","GRAVATAL","SC","10/2019","157"
"420630","GUABIRUBA","SC","10/2019","338"
"420640","GUARACIABA","SC","10/2019","66"
"420650","GUARAMIRIM","SC","10/2019","781"
"420660","GUARUJÁ DO SUL","SC","10/2019","76"
"420665","GUATAMBÚ","SC","10/2019","141"
"420670","HERVAL DOESTE","SC","10/2019","346"
"420675","IBIAM","SC","10/2019","34"
"420680","IBICARÉ","SC","10/2019","64"
"420690","IBIRAMA","SC","10/2019","123"
"420700","IÇARA","SC","10/2019","1025"
"420710","ILHOTA","SC","10/2019","288"
"420720","IMARUÍ","SC","10/2019","513"
"420730","IMBITUBA","SC","10/2019","1109"
"420740","IMBUIA","SC","10/2019","92"
"420750","INDAIAL","SC","10/2019","444"
"420757","IOMERÊ","SC","10/2019","9"
"420760","IPIRA","SC","10/2019","48"
"420765","IPORÃ DO OESTE","SC","10/2019","76"
"420768","IPUAÇU","SC","10/2019","784"
"420770","IPUMIRIM","SC","10/2019","87"
"420775","IRACEMINHA","SC","10/2019","63"
"420780","IRANI","SC","10/2019","167"
"420785","IRATI","SC","10/2019","50"
"420790","IRINEÓPOLIS","SC","10/2019","429"
"420800","ITÁ","SC","10/2019","111"
"420810","ITAIÓPOLIS","SC","10/2019","529"
"420820","ITAJAÍ","SC","10/2019","3235"
"420830","ITAPEMA","SC","10/2019","910"
"420840","ITAPIRANGA","SC","10/2019","92"
"420845","ITAPOÁ","SC","10/2019","463"
"420850","ITUPORANGA","SC","10/2019","190"
"420860","JABORÁ","SC","10/2019","49"
"420870","JACINTO MACHADO","SC","10/2019","331"
"420880","JAGUARUNA","SC","10/2019","316"
"420890","JARAGUÁ DO SUL","SC","10/2019","1529"
"420895","JARDINÓPOLIS","SC","10/2019","37"
"420900","JOAÇABA","SC","10/2019","316"
"420910","JOINVILLE","SC","10/2019","5921"
"420915","JOSÉ BOITEUX","SC","10/2019","201"
"420917","JUPIÁ","SC","10/2019","70"
"420920","LACERDÓPOLIS","SC","10/2019","1"
"420930","LAGES","SC","10/2019","5718"
"420940","LAGUNA","SC","10/2019","386"
"420945","LAJEADO GRANDE","SC","10/2019","45"
"420950","LAURENTINO","SC","10/2019","42"
"420960","LAURO MÜLLER","SC","10/2019","295"
"420970","LEBON RÉGIS","SC","10/2019","558"
"420980","LEOBERTO LEAL","SC","10/2019","154"
"420985","LINDÓIA DO SUL","SC","10/2019","50"
"420990","LONTRAS","SC","10/2019","51"
"421000","LUIZ ALVES","SC","10/2019","129"
"421003","LUZERNA","SC","10/2019","22"
"421005","MACIEIRA","SC","10/2019","15"
"421010","MAFRA","SC","10/2019","822"
"421020","MAJOR GERCINO","SC","10/2019","161"
"421030","MAJOR VIEIRA","SC","10/2019","290"
"421040","MARACAJÁ","SC","10/2019","204"
"421050","MARAVILHA","SC","10/2019","216"
"421055","MAREMA","SC","10/2019","42"
"421060","MASSARANDUBA","SC","10/2019","130"
"421070","MATOS COSTA","SC","10/2019","84"
"421080","MELEIRO","SC","10/2019","202"
"421085","MIRIM DOCE","SC","10/2019","30"
"421090","MODELO","SC","10/2019","51"
"421100","MONDAÍ","SC","10/2019","108"
"421105","MONTE CARLO","SC","10/2019","477"
"421110","MONTE CASTELO","SC","10/2019","500"
"421120","MORRO DA FUMAÇA","SC","10/2019","202"
"421125","MORRO GRANDE","SC","10/2019","115"
"421130","NAVEGANTES","SC","10/2019","1956"
"421140","NOVA ERECHIM","SC","10/2019","85"
"421145","NOVA ITABERABA","SC","10/2019","152"
"421150","NOVA TRENTO","SC","10/2019","100"
"421160","NOVA VENEZA","SC","10/2019","178"
"421165","NOVO HORIZONTE","SC","10/2019","62"
"421170","ORLEANS","SC","10/2019","427"
"421175","OTACÍLIO COSTA","SC","10/2019","319"
"421180","OURO","SC","10/2019","73"
"421185","OURO VERDE","SC","10/2019","103"
"421187","PAIAL","SC","10/2019","58"
"421189","PAINEL","SC","10/2019","110"
"421190","PALHOÇA","SC","10/2019","1934"
"421200","PALMA SOLA","SC","10/2019","261"
"421205","PALMEIRA","SC","10/2019","68"
"421210","PALMITOS","SC","10/2019","280"
"421220","PAPANDUVA","SC","10/2019","407"
"421223","PARAÍSO","SC","10/2019","87"
"421225","PASSO DE TORRES","SC","10/2019","373"
"421227","PASSOS MAIA","SC","10/2019","243"
"421230","PAULO LOPES","SC","10/2019","151"
"421240","PEDRAS GRANDES","SC","10/2019","25"
"421250","PENHA","SC","10/2019","473"
"421260","PERITIBA","SC","10/2019","17"
"421265","PESCARIA BRAVA","SC","10/2019","341"
"421270","PETROLÂNDIA","SC","10/2019","53"
"421280","BALNEÁRIO PIÇARRAS","SC","10/2019","574"
"421290","PINHALZINHO","SC","10/2019","100"
"421300","PINHEIRO PRETO","SC","10/2019","42"
"421310","PIRATUBA","SC","10/2019","60"
"421315","PLANALTO ALEGRE","SC","10/2019","42"
"421320","POMERODE","SC","10/2019","54"
"421330","PONTE ALTA","SC","10/2019","159"
"421335","PONTE ALTA DO NORTE","SC","10/2019","119"
"421340","PONTE SERRADA","SC","10/2019","416"
"421350","PORTO BELO","SC","10/2019","313"
"421360","PORTO UNIÃO","SC","10/2019","580"
"421370","POUSO REDONDO","SC","10/2019","115"
"421380","PRAIA GRANDE","SC","10/2019","361"
"421390","PRESIDENTE CASTELLO BRANCO","SC","10/2019","23"
"421400","PRESIDENTE GETÚLIO","SC","10/2019","74"
"421410","PRESIDENTE NEREU","SC","10/2019","42"
"421415","PRINCESA","SC","10/2019","34"
"421420","QUILOMBO","SC","10/2019","222"
"421430","RANCHO QUEIMADO","SC","10/2019","27"
"421440","RIO DAS ANTAS","SC","10/2019","149"
"421450","RIO DO CAMPO","SC","10/2019","55"
"421460","RIO DO OESTE","SC","10/2019","56"
"421470","RIO DOS CEDROS","SC","10/2019","54"
"421480","RIO DO SUL","SC","10/2019","718"
"421490","RIO FORTUNA","SC","10/2019","20"
"421500","RIO NEGRINHO","SC","10/2019","524"
"421505","RIO RUFINO","SC","10/2019","150"
"421507","RIQUEZA","SC","10/2019","108"
"421510","RODEIO","SC","10/2019","65"
"421520","ROMELÂNDIA","SC","10/2019","160"
"421530","SALETE","SC","10/2019","56"
"421535","SALTINHO","SC","10/2019","143"
"421540","SALTO VELOSO","SC","10/2019","30"
"421545","SANGÃO","SC","10/2019","257"
"421550","SANTA CECÍLIA","SC","10/2019","815"
"421555","SANTA HELENA","SC","10/2019","23"
"421560","SANTA ROSA DE LIMA","SC","10/2019","26"
"421565","SANTA ROSA DO SUL","SC","10/2019","278"
"421567","SANTA TEREZINHA","SC","10/2019","121"
"421568","SANTA TEREZINHA DO PROGRESSO","SC","10/2019","119"
"421569","SANTIAGO DO SUL","SC","10/2019","37"
"421570","SANTO AMARO DA IMPERATRIZ","SC","10/2019","212"
"421575","SÃO BERNARDINO","SC","10/2019","75"
"421580","SÃO BENTO DO SUL","SC","10/2019","791"
"421590","SÃO BONIFÁCIO","SC","10/2019","66"
"421600","SÃO CARLOS","SC","10/2019","119"
"421605","SÃO CRISTÓVÃO DO SUL","SC","10/2019","219"
"421610","SÃO DOMINGOS","SC","10/2019","257"
"421620","SÃO FRANCISCO DO SUL","SC","10/2019","763"
"421625","SÃO JOÃO DO OESTE","SC","10/2019","25"
"421630","SÃO JOÃO BATISTA","SC","10/2019","419"
"421635","SÃO JOÃO DO ITAPERIÚ","SC","10/2019","68"
"421640","SÃO JOÃO DO SUL","SC","10/2019","237"
"421650","SÃO JOAQUIM","SC","10/2019","538"
"421660","SÃO JOSÉ","SC","10/2019","2568"
"421670","SÃO JOSÉ DO CEDRO","SC","10/2019","277"
"421680","SÃO JOSÉ DO CERRITO","SC","10/2019","384"
"421690","SÃO LOURENÇO DO OESTE","SC","10/2019","358"
"421700","SÃO LUDGERO","SC","10/2019","87"
"421710","SÃO MARTINHO","SC","10/2019","37"
"421715","SÃO MIGUEL DA BOA VISTA","SC","10/2019","39"
"421720","SÃO MIGUEL DO OESTE","SC","10/2019","421"
"421725","SÃO PEDRO DE ALCÂNTARA","SC","10/2019","39"
"421730","SAUDADES","SC","10/2019","79"
"421740","SCHROEDER","SC","10/2019","139"
"421750","SEARA","SC","10/2019","166"
"421755","SERRA ALTA","SC","10/2019","41"
"421760","SIDERÓPOLIS","SC","10/2019","181"
"421770","SOMBRIO","SC","10/2019","674"
"421775","SUL BRASIL","SC","10/2019","65"
"421780","TAIÓ","SC","10/2019","212"
"421790","TANGARÁ","SC","10/2019","197"
"421795","TIGRINHOS","SC","10/2019","46"
"421800","TIJUCAS","SC","10/2019","811"
"421810","TIMBÉ DO SUL","SC","10/2019","224"
"421820","TIMBÓ","SC","10/2019","137"
"421825","TIMBÓ GRANDE","SC","10/2019","772"
"421830","TRÊS BARRAS","SC","10/2019","757"
"421835","TREVISO","SC","10/2019","35"
"421840","TREZE DE MAIO","SC","10/2019","40"
"421850","TREZE TÍLIAS","SC","10/2019","72"
"421860","TROMBUDO CENTRAL","SC","10/2019","67"
"421870","TUBARÃO","SC","10/2019","1156"
"421875","TUNÁPOLIS","SC","10/2019","33"
"421880","TURVO","SC","10/2019","114"
"421885","UNIÃO DO OESTE","SC","10/2019","46"
"421890","URUBICI","SC","10/2019","316"
"421895","URUPEMA","SC","10/2019","197"
"421900","URUSSANGA","SC","10/2019","273"
"421910","VARGEÃO","SC","10/2019","63"
"421915","VARGEM","SC","10/2019","68"
"421917","VARGEM BONITA","SC","10/2019","141"
"421920","VIDAL RAMOS","SC","10/2019","152"
"421930","VIDEIRA","SC","10/2019","327"
"421935","VITOR MEIRELES","SC","10/2019","184"
"421940","WITMARSUM","SC","10/2019","37"
"421950","XANXERÊ","SC","10/2019","474"
"421960","XAVANTINA","SC","10/2019","30"
"421970","XAXIM","SC","10/2019","399"
"421985","ZORTÉA","SC","10/2019","49"
"422000","BALNEÁRIO RINCÃO","SC","10/2019","791"
"280010","AMPARO DE SÃO FRANCISCO","SE","10/2019","378"
"280020","AQUIDABÃ","SE","10/2019","2742"
"280030","ARACAJU","SE","10/2019","30476"
"280040","ARAUÁ","SE","10/2019","1815"
"280050","AREIA BRANCA","SE","10/2019","2193"
"280060","BARRA DOS COQUEIROS","SE","10/2019","2561"
"280067","BOQUIM","SE","10/2019","4052"
"280070","BREJO GRANDE","SE","10/2019","1452"
"280100","CAMPO DO BRITO","SE","10/2019","2302"
"280110","CANHOBA","SE","10/2019","985"
"280120","CANINDÉ DE SÃO FRANCISCO","SE","10/2019","5017"
"280130","CAPELA","SE","10/2019","5828"
"280140","CARIRA","SE","10/2019","3814"
"280150","CARMÓPOLIS","SE","10/2019","2526"
"280160","CEDRO DE SÃO JOÃO","SE","10/2019","699"
"280170","CRISTINÁPOLIS","SE","10/2019","3407"
"280190","CUMBE","SE","10/2019","766"
"280200","DIVINA PASTORA","SE","10/2019","712"
"280210","ESTÂNCIA","SE","10/2019","8818"
"280220","FEIRA NOVA","SE","10/2019","1172"
"280230","FREI PAULO","SE","10/2019","2460"
"280240","GARARU","SE","10/2019","2506"
"280250","GENERAL MAYNARD","SE","10/2019","428"
"280260","GRACHO CARDOSO","SE","10/2019","1612"
"280270","ILHA DAS FLORES","SE","10/2019","1678"
"280280","INDIAROBA","SE","10/2019","2561"
"280290","ITABAIANA","SE","10/2019","10235"
"280300","ITABAIANINHA","SE","10/2019","7464"
"280310","ITABI","SE","10/2019","814"
"280320","ITAPORANGA DAJUDA","SE","10/2019","4935"
"280330","JAPARATUBA","SE","10/2019","2667"
"280340","JAPOATÃ","SE","10/2019","3673"
"280350","LAGARTO","SE","10/2019","16236"
"280360","LARANJEIRAS","SE","10/2019","3151"
"280370","MACAMBIRA","SE","10/2019","1364"
"280380","MALHADA DOS BOIS","SE","10/2019","532"
"280390","MALHADOR","SE","10/2019","2196"
"280400","MARUIM","SE","10/2019","2198"
"280410","MOITA BONITA","SE","10/2019","1100"
"280420","MONTE ALEGRE DE SERGIPE","SE","10/2019","3384"
"280430","MURIBECA","SE","10/2019","1342"
"280440","NEÓPOLIS","SE","10/2019","2979"
"280445","NOSSA SENHORA APARECIDA","SE","10/2019","1432"
"280450","NOSSA SENHORA DA GLÓRIA","SE","10/2019","6970"
"280460","NOSSA SENHORA DAS DORES","SE","10/2019","4885"
"280470","NOSSA SENHORA DE LOURDES","SE","10/2019","1066"
"280480","NOSSA SENHORA DO SOCORRO","SE","10/2019","24003"
"280490","PACATUBA","SE","10/2019","2311"
"280500","PEDRA MOLE","SE","10/2019","678"
"280510","PEDRINHAS","SE","10/2019","1617"
"280520","PINHÃO","SE","10/2019","1048"
"280530","PIRAMBU","SE","10/2019","1626"
"280540","POÇO REDONDO","SE","10/2019","6712"
"280550","POÇO VERDE","SE","10/2019","4104"
"280560","PORTO DA FOLHA","SE","10/2019","5410"
"280570","PROPRIÁ","SE","10/2019","3656"
"280580","RIACHÃO DO DANTAS","SE","10/2019","3429"
"280590","RIACHUELO","SE","10/2019","1787"
"280600","RIBEIRÓPOLIS","SE","10/2019","2102"
"280610","ROSÁRIO DO CATETE","SE","10/2019","1687"
"280620","SALGADO","SE","10/2019","3113"
"280630","SANTA LUZIA DO ITANHY","SE","10/2019","2647"
"280640","SANTANA DO SÃO FRANCISCO","SE","10/2019","1736"
"280650","SANTA ROSA DE LIMA","SE","10/2019","676"
"280660","SANTO AMARO DAS BROTAS","SE","10/2019","2345"
"280670","SÃO CRISTÓVÃO","SE","10/2019","12459"
"280680","SÃO DOMINGOS","SE","10/2019","1615"
"280690","SÃO FRANCISCO","SE","10/2019","551"
"280700","SÃO MIGUEL DO ALEIXO","SE","10/2019","727"
"280710","SIMÃO DIAS","SE","10/2019","10336"
"280720","SIRIRI","SE","10/2019","1408"
"280730","TELHA","SE","10/2019","698"
"280740","TOBIAS BARRETO","SE","10/2019","8128"
"280750","TOMAR DO GERU","SE","10/2019","2179"
"280760","UMBAÚBA","SE","10/2019","3745"
"350010","ADAMANTINA","SP","10/2019","271"
"350020","ADOLFO","SP","10/2019","139"
"350030","AGUAÍ","SP","10/2019","1204"
"350040","ÁGUAS DA PRATA","SP","10/2019","135"
"350050","ÁGUAS DE LINDÓIA","SP","10/2019","283"
"350055","ÁGUAS DE SANTA BÁRBARA","SP","10/2019","387"
"350060","ÁGUAS DE SÃO PEDRO","SP","10/2019","36"
"350070","AGUDOS","SP","10/2019","867"
"350075","ALAMBARI","SP","10/2019","159"
"350080","ALFREDO MARCONDES","SP","10/2019","167"
"350090","ALTAIR","SP","10/2019","134"
"350100","ALTINÓPOLIS","SP","10/2019","755"
"350110","ALTO ALEGRE","SP","10/2019","156"
"350115","ALUMÍNIO","SP","10/2019","556"
"350120","ÁLVARES FLORENCE","SP","10/2019","84"
"350130","ÁLVARES MACHADO","SP","10/2019","1246"
"350140","ÁLVARO DE CARVALHO","SP","10/2019","252"
"350150","ALVINLÂNDIA","SP","10/2019","150"
"350160","AMERICANA","SP","10/2019","3826"
"350170","AMÉRICO BRASILIENSE","SP","10/2019","659"
"350180","AMÉRICO DE CAMPOS","SP","10/2019","201"
"350190","AMPARO","SP","10/2019","908"
"350200","ANALÂNDIA","SP","10/2019","186"
"350210","ANDRADINA","SP","10/2019","1918"
"350220","ANGATUBA","SP","10/2019","823"
"350230","ANHEMBI","SP","10/2019","417"
"350240","ANHUMAS","SP","10/2019","151"
"350250","APARECIDA","SP","10/2019","681"
"350260","APARECIDA DOESTE","SP","10/2019","276"
"350270","APIAÍ","SP","10/2019","1954"
"350275","ARAÇARIGUAMA","SP","10/2019","986"
"350280","ARAÇATUBA","SP","10/2019","4137"
"350290","ARAÇOIABA DA SERRA","SP","10/2019","970"
"350300","ARAMINA","SP","10/2019","210"
"350310","ARANDU","SP","10/2019","246"
"350315","ARAPEÍ","SP","10/2019","151"
"350320","ARARAQUARA","SP","10/2019","4201"
"350330","ARARAS","SP","10/2019","5333"
"350335","ARCO-ÍRIS","SP","10/2019","137"
"350340","AREALVA","SP","10/2019","243"
"350350","AREIAS","SP","10/2019","312"
"350360","AREIÓPOLIS","SP","10/2019","374"
"350370","ARIRANHA","SP","10/2019","187"
"350380","ARTUR NOGUEIRA","SP","10/2019","1015"
"350390","ARUJÁ","SP","10/2019","3766"
"350395","ASPÁSIA","SP","10/2019","65"
"350400","ASSIS","SP","10/2019","2249"
"350410","ATIBAIA","SP","10/2019","2690"
"350420","AURIFLAMA","SP","10/2019","138"
"350430","AVAÍ","SP","10/2019","319"
"350440","AVANHANDAVA","SP","10/2019","897"
"350450","AVARÉ","SP","10/2019","2420"
"350460","BADY BASSITT","SP","10/2019","223"
"350470","BALBINOS","SP","10/2019","107"
"350480","BÁLSAMO","SP","10/2019","157"
"350490","BANANAL","SP","10/2019","583"
"350500","BARÃO DE ANTONINA","SP","10/2019","277"
"350510","BARBOSA","SP","10/2019","396"
"350520","BARIRI","SP","10/2019","710"
"350530","BARRA BONITA","SP","10/2019","1048"
"350535","BARRA DO CHAPÉU","SP","10/2019","712"
"350540","BARRA DO TURVO","SP","10/2019","697"
"350550","BARRETOS","SP","10/2019","2962"
"350560","BARRINHA","SP","10/2019","1773"
"350570","BARUERI","SP","10/2019","9077"
"350580","BASTOS","SP","10/2019","295"
"350590","BATATAIS","SP","10/2019","1895"
"350600","BAURU","SP","10/2019","10322"
